,Date,Title,Author,Abstract
259,2017-10-22,Le Seuil du miroir (2),Clacker," Quelque part entre eXistenZ de Cronenberg, Minority Report et Mr.Robot existe dans le multivers onirique le storyverse dickien enfanté par l'imaginaire de Claker et renommé ""Le Seuil du miroir"". La dystopie dans ce second volet y dévoile la conspiration qui semble en être le fondement : une société qui asservit délibérément un tiers de ses citoyens réduits aux tâches les plus ingrates alors que les deux tiers restants vaquent à des occupations artistiques tout en se droguant pour naviguer dans un Internet des cerveaux connectés. Clacker manie avec brio toutes les recettes dickiennes en ajoutant son petit grain de sel. On se délectera en particulier des passages sur les troubles d’altération et augmentation de la perception de la réalité. Avec des contributions de cette qualité la Zone va bientôt être rachetée par Netflix qui en fera un laboratoire clandestin dans l'antichambre de ses usines à R&D de son département storytelling. Addictive et puissante, cette drogue de synthèse produite par Clacker ne manquera pas de satisfaire tous les camés que nous sommes. Bientôt des mégatonnes de pétitions sur Change point org pour lui réclamer la suite. A noter que la sœur de P.K.Dick est promue héroïne principale de l'oeuvre. Notable aussi la dose de digressions félines qui reste constante dans cette seconde partie, probablement l'ingrédient mystère et la substance active dans la composition de la drogue. Attention, ces lignes sont à sniffer par les yeux."
260,2017-10-23,Borges ou l'encombrant héritage (Papa était vraiment prise de tête),Mill," On avait lancé un appel à textes ""testament"" il y a quelques temps aussi je me permet d'y glisser cette subtile contribution de Mill même s'il est probable que l'auteur ne l'ait pas expressément écrit pour l'occasion. En effet, ce texte autobiographique semble être un extrait de roman de littérature blanche en gestation que Mill n'aurait pas encore achevé. L'extrait est finalisé avec classe cependant. Je ne veux pas dire que ce texte est un premier jet. Il est posté sur la Zone et Mill se demande d'ailleurs si c'est bien sa place dans les commentaires complémentaires. Personnellement, je le publie avec plaisir en espérant que cela ne signifie pas que le roman est abandonné car c'est un excellent preview qui appelle à ce que d'avantage soit dit. Raconter une histoire en ponctuant l'action des personnages en ne conservant exclusivement que les échanges littéraires qu'ils peuvent avoir, en digressant longuement sur les références à d'autres auteurs, à de nombreux genres, serait effectivement hautement jouissif et instructif, en particulier si c'est écrit par Mill dont la culture classique et pop est incommensurable et qui est bien un des rares à pouvoir créer des ponts insolites entre les deux tant sa vie est habitée par la littérature sous de ses multiples formes."
261,2017-10-26,LE MANIFESTE DU PARTI CAPSLOCKISTE,Anonyme, 3CET OUVRAGE EXPOSE AVEC UNE CLART2 ET UNE VIGUEUR REMARQUABLES LA NOUVELLE CONCEPTION DU MONDE? LE CLAVI2RISME CONS2QUENT 2TENDU 0 LA VIE ASOCIALE? LA DIALECTIQUE? SCIENCE LA PLUS VASTE ET LA PLUS PROFONDE DE L4VOLUTION? LA TH2ORIE DE LA LUTTE DES CASSES ET DU RÖLE R2VOLUTIONNAIRE D2VOLU DANS L4HISTOIRE MONDIALE AU GROSLETTRARIAT. CR2ATEUR D4UNE SOCI2T2 NOUVELLE? LA SOCI2T2 CAPSLOCKISTE.3 5L2NINE°
262,2018-03-01,Remix,HaiKulysse," Disons-le d'emblée, il flotte dans ce court texte une ambiance particulière dans laquelle on hume volontiers un soupçon de réalisme magique - l'hommage à Borges y est pour beaucoup mais pas que - et de belles explorations dans une réalité qui ressemble à la nôtre mais dans une version froide et intangible. Oui, oui, je sais, ça sonne un peu téléphoné, comme présentation. Lisez, ça ira plus vite et ce sera toujours mieux que de traîner sur les réseaux sociaux, bande de larves."
263,2018-07-19,Volodia,Vladimir Samogon," Il est des textes qui après quelques mois de jeûne vous redonne le moral et l'envie de bouffer un pain au chocolat. Alors oui, on pourrait se demander si finalement la Zone ne deviendrait pas un remake de ""Jusqu'au bout de la nuit"" mais j'ai envie de dire MERDE. Voilà. Vladimir me donne envie de prendre un petit dej' à la vodka même si l'auteur semble chier sur les franco-français, les français et les françouilles, on posera une bouse ensemble. Mais bon, en même temps, on le sait qu'on est des gros casse-couilles ! Ici Volodia, qui semble étrangement schizo, semble parler à un personnage imaginaire et part en mission alcool, heu...croissant. Le style d'écriture est prometteur et on a envie d'en lire plus, de creuser plus profond encore. Je constate avec inquiétude que j'ai utilisé le mot ""envie"" plus de 3 fois sans pouvoir y trouver de synonyme. Désolé."
264,2018-02-08,Volodia (partie 2),Vladimir Samogon," Avec ce deuxième volet, Vladimir Samogon nous en met plein la vue, on s'était bien dit qu'il y avait quelque chose à creuser avec son premier texte. Dans cet opus, le style de l'auteur se précise davantage, on suit toujours Volodia déambulant à travers la capitale à la recherche de quelques bouteilles. Alcool et poésie font bon ménage et on se laisse porter par l'écriture. Un gros clap-clap."
265,2018-10-08,"La Loi du Talion (4) – « Prie, aime et parle »",Cuddle," Voilà ce qui arrive quand on déserte le site, plus personne pour publier ses propres textes ! Non de dieu, arrive-t-on au bout du bout ? Y'a-t-il encore des gens sur cette planète qui savent écrire et raconter des histoires ou notre société est condamnée à devenir des êtres non-pensants, un peu cons, qui n'ont plus l'intelligence de lire quoi que ce soit ? Pour la forme, une suite de texte que personne ne lira mais qui a au moins le mérite d'être là, de l'héroïc fantasy qui transpire l'influence de mes nombreuses lectures, mais que voulez-vous, je suis un peu con moi aussi."
266,2019-09-01,Aventure de Liliane Nakamura (2),LePouilleux," La suite des aventures de Liliane Nakamura par LePouilleux : Quelque part entre Lost, Princess Mononoke et une réunion de macronistes"
267,2019-03-16,Apocalypse lente,Dourak Smerdiakov, Il s'agit ici d'un rondel de Dourak Smerdiakov traitant comme le montre l'illustration d'une chatte en gros plan.
268,2019-05-04,Nyctophobie,Dourak Smerdiakov, Woop Woop ! That's da sound of the phobie ! Nique la phobie !
269,2019-04-15,Qui a tué Dostoïevski ?,Clacker, Enfin un candidat sérieux pour le poste de Grand Inquisiteur 2019 de l'ordre de Saint-Con. Un fait-divers qui n'aurait aucun intérêt s'il n'y avait pas une maîtrise littéraire et un ton de la narration parfaits. Il y avait une note de Dourak que je n'ai pas compris alors je la laisse : le message complémentaire est une arnaque : https://www.youtube.com/watch?v=582FrJaDMOk (Dourak) et un message complémentaire de l'auteur tout aussi obscur : https://www.youtube.com/watch?v=Rm6q_3WGy9M Voilà la bande son du générique de fin. (Clacker)
270,2019-04-16,Bandit et les révoltés,LePouilleux," Comme une réponse du tac au tac, la contribution du candidat LePouilleux constitue une nouvelle participation plus que crédible à la Saint-Con 2019. Jouant de l'air électrifié du temps comme de la private joke zonarde, le texte s'achemine vers une grandiose révélation sur celui qui, dans l'ombre, mène la danse du feu depuis le début"
271,2019-05-15,Ballade à laquelle j'ai la flemme de trouver un titre,Dourak Smerdiakov, Ballade à laquelle j'ai la flemme de trouver une description et une image d'illustration
272,2019-09-29,Épitaphe,Dourak Smerdiakov," Pour mettre un peu d'ambiance, quoi de mieux qu'une épitaphe ?"
273,2019-10-13,Cap Terreur,Clacker," Dans cette petite histoire sympathique, le protagoniste, porté à fond sur la bibine, rencontre une étrange M. qui rit à des blagues foireuses. Clacker nous donne envie d'apprécier la mélancolie de l'automne, de picoler un bon vin chaud et de partir en forêt à la recherche de quelques cèpes...Malgré tout, on aurait aimé une chute un peu plus ""punchy"" car on reste un peu sur notre faim. A moins que ce soit un récit en plusieurs parties. Mystère."
274,2020-02-02,Scellé avec le Baiser des Porcs,Clacker," 02/02/2020 Dans la tête d'un schizophrène sataniste amateur de death metal, c'est se réveiller la nuit et vivre des téléportations dans des lieux glauques et obscurs qu'on ne devine qu'à tâtons. Très littéraire, très réussi. La petite comptine finale vous fera l'effet de visiter un zoo d'animaux morts."
275,2020-03-26,Écrire (la normalité) aux temps du Covid-19,CTRL X," Comme sur BFM, voici le ""vis ma vie"" au temps du Covid-19. Un texte bouleversant qui met en scène deux protagonistes perturbés, un père qui cherche à se rassurer en temps de crise et un enfant - accro aux nouvelles technologies et à cette pute de Cortana - qui cherche des réponses à ses multiples questions existentielles. Que dire de plus ? Bin rien. (ah si...suite à venir, le suspense va être insoutenable)."
276,2020-04-16,Les autres iront dans la Géhenne,Clacker," Contribution de Saint-Con 2020 de Clacker, notre Grand Inquisiteur actuel. C'est une tranche de vie, rapportée dans un style très littéraire, comme on les aime sur la Zone, d'un narrateur navigant entre addictions et dépression."
277,2020-05-15,Un vendredi 13 dans le Transsibérien,Lunatik-," Participation de Lunatik- à la Saint Con 2020. Hors délais mais on lui pardonnera tant le texte est drôle et bien torché. Je n'ose pas dire que c'est un excellent texte car Lunatik- va encore grogner que sommeille en moi un bisounours et que dans les descriptifs de la Zone, le miel ça n'existe pas. Il y a un transsibérien, des poneys, des nichons. Max Pecas demande déjà, depuis l'au delà, les droits d'adaptation."
278,2020-04-06,C'était mieux avant,Clacker," Attention ce TDM écrit par Clacker peut porter à confusion. Non ce n'est pas un très bon texte, c'est un concept TDM d'art contemporain. PAS BESOIN DE CAPS LOCK LITT2RATURE POUR 2CRIRE DE LA DAUBE. Pa besoin de fotes d'orthografe non plus. On y découvre entre autre que Clacker est caféinomane et qu'il connait par cœur toutes les stations balnéaires bretonnes. Si ça c'est pas merdique. C'est comme si on lisait le guide du routard. Il ne manque que les étoiles."
279,2020-06-20,Billy XII,Lunatik-," Il est tout chaud, il sort du four, fumé à l'ancienne, à la zonarde : voici devant vos yeux de poissons morts le 3333e texte de La Zone. Lunatik met de côté la déconne pour nous mitonner une tranche de vie façon steak tartare. C'est cru, mais ça passe tout seul. Au menu, pas de banquet de pangolin ni de gang bang avec les personnages d'Uderzo, mais bien une douzaine de hamsters crevés et un narrateur instable et très enclin à l'anamnèse. Le style est vif, fluide, ça tranche dans le lard (d'équidé), le ton et l'humour sont acides, genre soude caustique, et la mayonnaise prend sans jamais retomber."
280,2021-07-01,Pour un empereur d'Autriche,Dourak Smerdiakov,
